Weekly Income,Region,Value
All incomes not stated,East Bendigo - Kennington,0
Negative income,East Bendigo - Kennington,0
Nil income,East Bendigo - Kennington,0
"$1-$149 ($1-$7,799)",East Bendigo - Kennington,0
"$150-$299 ($7,800-$15,599)",East Bendigo - Kennington,0
"$300-$399 ($15,600-$20,799)",East Bendigo - Kennington,0
"$400-$499 ($20,800-$25,999)",East Bendigo - Kennington,0
"$500-$649 ($26,000-$33,799)",East Bendigo - Kennington,0
"$650-$799 ($33,800-$41,599)",East Bendigo - Kennington,0
"$800-$999 ($41,600-$51,999)",East Bendigo - Kennington,0
"$1,000-$1,249 ($52,000-$64,999)",East Bendigo - Kennington,0
"$1,250-$1,499 ($65,000-$77,999)",East Bendigo - Kennington,0
"$1,500-$1,749 ($78,000-$90,999)",East Bendigo - Kennington,0
"$1,750-$1,999 ($91,000-$103,999)",East Bendigo - Kennington,0
"$2,000-$2,499 ($104,000-$129,999)",East Bendigo - Kennington,0
"$2,500-$2,999 ($130,000-$155,999)",East Bendigo - Kennington,0
"$3,000-$3,499 ($156,000-$181,999)",East Bendigo - Kennington,0
"$3,500-$3,999 ($182,000-$207,999)",East Bendigo - Kennington,0
"$4,000-$4,499 ($208,000-$233,999)",East Bendigo - Kennington,0
"$4,500-$4,999 ($234,000-$259,999)",East Bendigo - Kennington,0
"$5,000-$5,999 ($260,000-$311,999)",East Bendigo - Kennington,0
"$6,000-$7,999 ($312,000-$415,999)",East Bendigo - Kennington,0
"$8,000 or more ($416,000 or more)",East Bendigo - Kennington,0
Partial income stated,East Bendigo - Kennington,0
All incomes not stated,East Bendigo - Kennington,0
Negative income,East Bendigo - Kennington,0
Nil income,East Bendigo - Kennington,0
"$1-$149 ($1-$7,799)",East Bendigo - Kennington,0
"$150-$299 ($7,800-$15,599)",East Bendigo - Kennington,0
"$300-$399 ($15,600-$20,799)",East Bendigo - Kennington,0
"$400-$499 ($20,800-$25,999)",East Bendigo - Kennington,0
"$500-$649 ($26,000-$33,799)",East Bendigo - Kennington,0
"$650-$799 ($33,800-$41,599)",East Bendigo - Kennington,0
"$800-$999 ($41,600-$51,999)",East Bendigo - Kennington,0
"$1,000-$1,249 ($52,000-$64,999)",East Bendigo - Kennington,0
"$1,250-$1,499 ($65,000-$77,999)",East Bendigo - Kennington,0
"$1,500-$1,749 ($78,000-$90,999)",East Bendigo - Kennington,0
"$1,750-$1,999 ($91,000-$103,999)",East Bendigo - Kennington,0
"$2,000-$2,499 ($104,000-$129,999)",East Bendigo - Kennington,0
"$2,500-$2,999 ($130,000-$155,999)",East Bendigo - Kennington,0
"$3,000-$3,499 ($156,000-$181,999)",East Bendigo - Kennington,0
"$3,500-$3,999 ($182,000-$207,999)",East Bendigo - Kennington,0
"$4,000-$4,499 ($208,000-$233,999)",East Bendigo - Kennington,0
"$4,500-$4,999 ($234,000-$259,999)",East Bendigo - Kennington,0
"$5,000-$5,999 ($260,000-$311,999)",East Bendigo - Kennington,0
"$6,000-$7,999 ($312,000-$415,999)",East Bendigo - Kennington,0
"$8,000 or more ($416,000 or more)",East Bendigo - Kennington,0
Partial income stated,East Bendigo - Kennington,0
All incomes not stated,East Bendigo - Kennington,0
Negative income,East Bendigo - Kennington,0
Nil income,East Bendigo - Kennington,0
"$1-$149 ($1-$7,799)",East Bendigo - Kennington,0
"$150-$299 ($7,800-$15,599)",East Bendigo - Kennington,0
"$300-$399 ($15,600-$20,799)",East Bendigo - Kennington,0
"$400-$499 ($20,800-$25,999)",East Bendigo - Kennington,0
"$500-$649 ($26,000-$33,799)",East Bendigo - Kennington,0
"$650-$799 ($33,800-$41,599)",East Bendigo - Kennington,0
"$800-$999 ($41,600-$51,999)",East Bendigo - Kennington,0
"$1,000-$1,249 ($52,000-$64,999)",Flora Hill - Spring Gully,353
"$1,250-$1,499 ($65,000-$77,999)",Flora Hill - Spring Gully,280
"$1,500-$1,749 ($78,000-$90,999)",Flora Hill - Spring Gully,238
"$1,750-$1,999 ($91,000-$103,999)",Flora Hill - Spring Gully,186
"$2,000-$2,499 ($104,000-$129,999)",Flora Hill - Spring Gully,306
"$2,500-$2,999 ($130,000-$155,999)",Flora Hill - Spring Gully,216
"$3,000-$3,499 ($156,000-$181,999)",Flora Hill - Spring Gully,116
"$3,500-$3,999 ($182,000-$207,999)",Flora Hill - Spring Gully,89
"$4,000-$4,499 ($208,000-$233,999)",Flora Hill - Spring Gully,38
"$4,500-$4,999 ($234,000-$259,999)",Flora Hill - Spring Gully,29
"$5,000-$5,999 ($260,000-$311,999)",Flora Hill - Spring Gully,31
"$6,000-$7,999 ($312,000-$415,999)",Flora Hill - Spring Gully,18
"$8,000 or more ($416,000 or more)",Flora Hill - Spring Gully,0
Partial income stated,Flora Hill - Spring Gully,243
All incomes not stated,Flora Hill - Spring Gully,90
Negative income,Flora Hill - Spring Gully,4
Nil income,Flora Hill - Spring Gully,35
"$1-$149 ($1-$7,799)",Flora Hill - Spring Gully,33
"$150-$299 ($7,800-$15,599)",Flora Hill - Spring Gully,98
"$300-$399 ($15,600-$20,799)",Flora Hill - Spring Gully,124
"$400-$499 ($20,800-$25,999)",Flora Hill - Spring Gully,297
"$500-$649 ($26,000-$33,799)",Flora Hill - Spring Gully,242
"$650-$799 ($33,800-$41,599)",Flora Hill - Spring Gully,304
"$800-$999 ($41,600-$51,999)",Flora Hill - Spring Gully,294
"$1,000-$1,249 ($52,000-$64,999)",Flora Hill - Spring Gully,204
"$1,250-$1,499 ($65,000-$77,999)",Flora Hill - Spring Gully,195
"$1,500-$1,749 ($78,000-$90,999)",Flora Hill - Spring Gully,157
"$1,750-$1,999 ($91,000-$103,999)",Flora Hill - Spring Gully,138
"$2,000-$2,499 ($104,000-$129,999)",Flora Hill - Spring Gully,236
"$2,500-$2,999 ($130,000-$155,999)",Flora Hill - Spring Gully,204
"$3,000-$3,499 ($156,000-$181,999)",Flora Hill - Spring Gully,106
"$3,500-$3,999 ($182,000-$207,999)",Flora Hill - Spring Gully,60
"$4,000-$4,499 ($208,000-$233,999)",Flora Hill - Spring Gully,37
"$4,500-$4,999 ($234,000-$259,999)",Flora Hill - Spring Gully,24
"$5,000-$5,999 ($260,000-$311,999)",Flora Hill - Spring Gully,32
"$6,000-$7,999 ($312,000-$415,999)",Flora Hill - Spring Gully,16
"$8,000 or more ($416,000 or more)",Flora Hill - Spring Gully,0
Partial income stated,Flora Hill - Spring Gully,170
All incomes not stated,Flora Hill - Spring Gully,21
Negative income,Flora Hill - Spring Gully,0
Nil income,Flora Hill - Spring Gully,15
"$1-$149 ($1-$7,799)",Flora Hill - Spring Gully,14
"$150-$299 ($7,800-$15,599)",Flora Hill - Spring Gully,21
"$300-$399 ($15,600-$20,799)",Flora Hill - Spring Gully,24
"$400-$499 ($20,800-$25,999)",Flora Hill - Spring Gully,50
"$500-$649 ($26,000-$33,799)",Flora Hill - Spring Gully,83
"$650-$799 ($33,800-$41,599)",Flora Hill - Spring Gully,158
"$800-$999 ($41,600-$51,999)",Flora Hill - Spring Gully,144
"$1,000-$1,249 ($52,000-$64,999)",Flora Hill - Spring Gully,12
"$1,250-$1,499 ($65,000-$77,999)",Flora Hill - Spring Gully,7
"$1,500-$1,749 ($78,000-$90,999)",Flora Hill - Spring Gully,13
"$1,750-$1,999 ($91,000-$103,999)",Flora Hill - Spring Gully,4
"$2,000-$2,499 ($104,000-$129,999)",Flora Hill - Spring Gully,6
"$2,500-$2,999 ($130,000-$155,999)",Flora Hill - Spring Gully,5
"$3,000-$3,499 ($156,000-$181,999)",Flora Hill - Spring Gully,0
"$3,500-$3,999 ($182,000-$207,999)",Flora Hill - Spring Gully,0
"$4,000-$4,499 ($208,000-$233,999)",Flora Hill - Spring Gully,0
"$4,500-$4,999 ($234,000-$259,999)",Flora Hill - Spring Gully,0
"$5,000-$5,999 ($260,000-$311,999)",Flora Hill - Spring Gully,0
"$6,000-$7,999 ($312,000-$415,999)",Flora Hill - Spring Gully,0
"$8,000 or more ($416,000 or more)",Flora Hill - Spring Gully,0
Partial income stated,Flora Hill - Spring Gully,3
All incomes not stated,Flora Hill - Spring Gully,3
Negative income,Flora Hill - Spring Gully,0
Nil income,Flora Hill - Spring Gully,0
"$1-$149 ($1-$7,799)",Flora Hill - Spring Gully,0
"$150-$299 ($7,800-$15,599)",Flora Hill - Spring Gully,0
"$300-$399 ($15,600-$20,799)",Flora Hill - Spring Gully,0
"$400-$499 ($20,800-$25,999)",Flora Hill - Spring Gully,0
"$500-$649 ($26,000-$33,799)",Flora Hill - Spring Gully,0
"$650-$799 ($33,800-$41,599)",Flora Hill - Spring Gully,5
"$800-$999 ($41,600-$51,999)",Flora Hill - Spring Gully,7
"$1,000-$1,249 ($52,000-$64,999)",Flora Hill - Spring Gully,0
"$1,250-$1,499 ($65,000-$77,999)",Flora Hill - Spring Gully,0
"$1,500-$1,749 ($78,000-$90,999)",Flora Hill - Spring Gully,0
"$1,750-$1,999 ($91,000-$103,999)",Flora Hill - Spring Gully,0
"$2,000-$2,499 ($104,000-$129,999)",Flora Hill - Spring Gully,0
"$2,500-$2,999 ($130,000-$155,999)",Flora Hill - Spring Gully,0
"$3,000-$3,499 ($156,000-$181,999)",Flora Hill - Spring Gully,3
"$3,500-$3,999 ($182,000-$207,999)",Flora Hill - Spring Gully,0
"$4,000-$4,499 ($208,000-$233,999)",Flora Hill - Spring Gully,0
"$4,500-$4,999 ($234,000-$259,999)",Flora Hill - Spring Gully,0
"$5,000-$5,999 ($260,000-$311,999)",Flora Hill - Spring Gully,3
"$6,000-$7,999 ($312,000-$415,999)",Flora Hill - Spring Gully,0
"$8,000 or more ($416,000 or more)",Flora Hill - Spring Gully,0
Partial income stated,Flora Hill - Spring Gully,3
All incomes not stated,Flora Hill - Spring Gully,0
Negative income,Flora Hill - Spring Gully,0
Nil income,Flora Hill - Spring Gully,0
"$1-$149 ($1-$7,799)",Flora Hill - Spring Gully,0
"$150-$299 ($7,800-$15,599)",Flora Hill - Spring Gully,0
"$300-$399 ($15,600-$20,799)",Flora Hill - Spring Gully,0
"$400-$499 ($20,800-$25,999)",Flora Hill - Spring Gully,0
"$500-$649 ($26,000-$33,799)",Flora Hill - Spring Gully,0
"$650-$799 ($33,800-$41,599)",Flora Hill - Spring Gully,0
"$800-$999 ($41,600-$51,999)",Flora Hill - Spring Gully,3
"$1,000-$1,249 ($52,000-$64,999)",Flora Hill - Spring Gully,0
"$1,250-$1,499 ($65,000-$77,999)",Flora Hill - Spring Gully,0
"$1,500-$1,749 ($78,000-$90,999)",Flora Hill - Spring Gully,0
"$1,750-$1,999 ($91,000-$103,999)",Flora Hill - Spring Gully,0
"$2,000-$2,499 ($104,000-$129,999)",Flora Hill - Spring Gully,0
"$2,500-$2,999 ($130,000-$155,999)",Flora Hill - Spring Gully,0
"$3,000-$3,499 ($156,000-$181,999)",Flora Hill - Spring Gully,0
"$3,500-$3,999 ($182,000-$207,999)",Flora Hill - Spring Gully,0
"$4,000-$4,499 ($208,000-$233,999)",Flora Hill - Spring Gully,0
"$4,500-$4,999 ($234,000-$259,999)",Flora Hill - Spring Gully,0
"$5,000-$5,999 ($260,000-$311,999)",Flora Hill - Spring Gully,0
"$6,000-$7,999 ($312,000-$415,999)",Flora Hill - Spring Gully,0
"$8,000 or more ($416,000 or more)",Flora Hill - Spring Gully,0
Partial income stated,Flora Hill - Spring Gully,0
All incomes not stated,Flora Hill - Spring Gully,0
Negative income,Flora Hill - Spring Gully,0
Nil income,Flora Hill - Spring Gully,0
"$1-$149 ($1-$7,799)",Flora Hill - Spring Gully,0
"$150-$299 ($7,800-$15,599)",Flora Hill - Spring Gully,0
"$300-$399 ($15,600-$20,799)",Flora Hill - Spring Gully,0
"$400-$499 ($20,800-$25,999)",Flora Hill - Spring Gully,0
"$500-$649 ($26,000-$33,799)",Flora Hill - Spring Gully,0
"$650-$799 ($33,800-$41,599)",Flora Hill - Spring Gully,0
"$800-$999 ($41,600-$51,999)",Flora Hill - Spring Gully,0
"$1,000-$1,249 ($52,000-$64,999)",Flora Hill - Spring Gully,0
"$1,250-$1,499 ($65,000-$77,999)",Flora Hill - Spring Gully,0
"$1,500-$1,749 ($78,000-$90,999)",Flora Hill - Spring Gully,0
"$1,750-$1,999 ($91,000-$103,999)",Flora Hill - Spring Gully,0
"$2,000-$2,499 ($104,000-$129,999)",Flora Hill - Spring Gully,0
"$2,500-$2,999 ($130,000-$155,999)",Flora Hill - Spring Gully,0
"$3,000-$3,499 ($156,000-$181,999)",Flora Hill - Spring Gully,0
"$3,500-$3,999 ($182,000-$207,999)",Flora Hill - Spring Gully,0
"$4,000-$4,499 ($208,000-$233,999)",Flora Hill - Spring Gully,0
"$4,500-$4,999 ($234,000-$259,999)",Flora Hill - Spring Gully,0
"$5,000-$5,999 ($260,000-$311,999)",Flora Hill - Spring Gully,0
"$6,000-$7,999 ($312,000-$415,999)",Flora Hill - Spring Gully,0
"$8,000 or more ($416,000 or more)",Flora Hill - Spring Gully,0
Partial income stated,Flora Hill - Spring Gully,0
All incomes not stated,Flora Hill - Spring Gully,0
Negative income,Flora Hill - Spring Gully,0
Nil income,Flora Hill - Spring Gully,0
"$1-$149 ($1-$7,799)",Flora Hill - Spring Gully,0
"$150-$299 ($7,800-$15,599)",Flora Hill - Spring Gully,0
"$300-$399 ($15,600-$20,799)",Flora Hill - Spring Gully,0
"$400-$499 ($20,800-$25,999)",Flora Hill - Spring Gully,0
"$500-$649 ($26,000-$33,799)",Flora Hill - Spring Gully,0
"$650-$799 ($33,800-$41,599)",Flora Hill - Spring Gully,0
"$800-$999 ($41,600-$51,999)",Flora Hill - Spring Gully,0
"$1,000-$1,249 ($52,000-$64,999)",Flora Hill - Spring Gully,0
"$1,250-$1,499 ($65,000-$77,999)",Flora Hill - Spring Gully,0
"$1,500-$1,749 ($78,000-$90,999)",Flora Hill - Spring Gully,0
"$1,750-$1,999 ($91,000-$103,999)",Flora Hill - Spring Gully,0
"$2,000-$2,499 ($104,000-$129,999)",Flora Hill - Spring Gully,0
"$2,500-$2,999 ($130,000-$155,999)",Flora Hill - Spring Gully,0
"$3,000-$3,499 ($156,000-$181,999)",Flora Hill - Spring Gully,0
"$3,500-$3,999 ($182,000-$207,999)",Flora Hill - Spring Gully,0
"$4,000-$4,499 ($208,000-$233,999)",Flora Hill - Spring Gully,0
"$4,500-$4,999 ($234,000-$259,999)",Flora Hill - Spring Gully,0
"$5,000-$5,999 ($260,000-$311,999)",Flora Hill - Spring Gully,0
"$6,000-$7,999 ($312,000-$415,999)",Flora Hill - Spring Gully,0
"$8,000 or more ($416,000 or more)",Flora Hill - Spring Gully,0
Partial income stated,Flora Hill - Spring Gully,0
All incomes not stated,Flora Hill - Spring Gully,0
Negative income,Flora Hill - Spring Gully,0
Nil income,Flora Hill - Spring Gully,0
"$1-$149 ($1-$7,799)",Flora Hill - Spring Gully,0
"$150-$299 ($7,800-$15,599)",Flora Hill - Spring Gully,0
"$300-$399 ($15,600-$20,799)",Flora Hill - Spring Gully,0
"$400-$499 ($20,800-$25,999)",Flora Hill - Spring Gully,0
"$500-$649 ($26,000-$33,799)",Flora Hill - Spring Gully,0
"$650-$799 ($33,800-$41,599)",Flora Hill - Spring Gully,0
"$800-$999 ($41,600-$51,999)",Flora Hill - Spring Gully,0
"$1,000-$1,249 ($52,000-$64,999)",Kangaroo Flat - Golden Square,802
"$1,250-$1,499 ($65,000-$77,999)",Kangaroo Flat - Golden Square,678
"$1,500-$1,749 ($78,000-$90,999)",Kangaroo Flat - Golden Square,490
"$1,750-$1,999 ($91,000-$103,999)",Kangaroo Flat - Golden Square,447
"$2,000-$2,499 ($104,000-$129,999)",Kangaroo Flat - Golden Square,640
"$2,500-$2,999 ($130,000-$155,999)",Kangaroo Flat - Golden Square,334
"$3,000-$3,499 ($156,000-$181,999)",Kangaroo Flat - Golden Square,157
"$3,500-$3,999 ($182,000-$207,999)",Kangaroo Flat - Golden Square,99
"$4,000-$4,499 ($208,000-$233,999)",Kangaroo Flat - Golden Square,41
"$4,500-$4,999 ($234,000-$259,999)",Kangaroo Flat - Golden Square,26
"$5,000-$5,999 ($260,000-$311,999)",Kangaroo Flat - Golden Square,22
"$6,000-$7,999 ($312,000-$415,999)",Kangaroo Flat - Golden Square,21
"$8,000 or more ($416,000 or more)",Kangaroo Flat - Golden Square,0
Partial income stated,Kangaroo Flat - Golden Square,426
All incomes not stated,Kangaroo Flat - Golden Square,284
Negative income,Kangaroo Flat - Golden Square,20
Nil income,Kangaroo Flat - Golden Square,58
"$1-$149 ($1-$7,799)",Kangaroo Flat - Golden Square,47
"$150-$299 ($7,800-$15,599)",Kangaroo Flat - Golden Square,173
"$300-$399 ($15,600-$20,799)",Kangaroo Flat - Golden Square,316
"$400-$499 ($20,800-$25,999)",Kangaroo Flat - Golden Square,710
"$500-$649 ($26,000-$33,799)",Kangaroo Flat - Golden Square,488
"$650-$799 ($33,800-$41,599)",Kangaroo Flat - Golden Square,816
"$800-$999 ($41,600-$51,999)",Kangaroo Flat - Golden Square,736
"$1,000-$1,249 ($52,000-$64,999)",Kangaroo Flat - Golden Square,547
"$1,250-$1,499 ($65,000-$77,999)",Kangaroo Flat - Golden Square,510
"$1,500-$1,749 ($78,000-$90,999)",Kangaroo Flat - Golden Square,375
"$1,750-$1,999 ($91,000-$103,999)",Kangaroo Flat - Golden Square,343
"$2,000-$2,499 ($104,000-$129,999)",Kangaroo Flat - Golden Square,533
"$2,500-$2,999 ($130,000-$155,999)",Kangaroo Flat - Golden Square,300
"$3,000-$3,499 ($156,000-$181,999)",Kangaroo Flat - Golden Square,136
"$3,500-$3,999 ($182,000-$207,999)",Kangaroo Flat - Golden Square,66
"$4,000-$4,499 ($208,000-$233,999)",Kangaroo Flat - Golden Square,40
"$4,500-$4,999 ($234,000-$259,999)",Kangaroo Flat - Golden Square,25
"$5,000-$5,999 ($260,000-$311,999)",Kangaroo Flat - Golden Square,18
"$6,000-$7,999 ($312,000-$415,999)",Kangaroo Flat - Golden Square,20
"$8,000 or more ($416,000 or more)",Kangaroo Flat - Golden Square,0
Partial income stated,Kangaroo Flat - Golden Square,362
All incomes not stated,Kangaroo Flat - Golden Square,93
Negative income,Kangaroo Flat - Golden Square,4
Nil income,Kangaroo Flat - Golden Square,25
"$1-$149 ($1-$7,799)",Kangaroo Flat - Golden Square,21
"$150-$299 ($7,800-$15,599)",Kangaroo Flat - Golden Square,29
"$300-$399 ($15,600-$20,799)",Kangaroo Flat - Golden Square,40
"$400-$499 ($20,800-$25,999)",Kangaroo Flat - Golden Square,161
"$500-$649 ($26,000-$33,799)",Kangaroo Flat - Golden Square,170
"$650-$799 ($33,800-$41,599)",Kangaroo Flat - Golden Square,551
"$800-$999 ($41,600-$51,999)",Kangaroo Flat - Golden Square,437
"$1,000-$1,249 ($52,000-$64,999)",Kangaroo Flat - Golden Square,14
"$1,250-$1,499 ($65,000-$77,999)",Kangaroo Flat - Golden Square,16
"$1,500-$1,749 ($78,000-$90,999)",Kangaroo Flat - Golden Square,13
"$1,750-$1,999 ($91,000-$103,999)",Kangaroo Flat - Golden Square,13
"$2,000-$2,499 ($104,000-$129,999)",Kangaroo Flat - Golden Square,14
"$2,500-$2,999 ($130,000-$155,999)",Kangaroo Flat - Golden Square,16
"$3,000-$3,499 ($156,000-$181,999)",Kangaroo Flat - Golden Square,9
"$3,500-$3,999 ($182,000-$207,999)",Kangaroo Flat - Golden Square,4
"$4,000-$4,499 ($208,000-$233,999)",Kangaroo Flat - Golden Square,5
"$4,500-$4,999 ($234,000-$259,999)",Kangaroo Flat - Golden Square,0
"$5,000-$5,999 ($260,000-$311,999)",Kangaroo Flat - Golden Square,0
"$6,000-$7,999 ($312,000-$415,999)",Kangaroo Flat - Golden Square,0
"$8,000 or more ($416,000 or more)",Kangaroo Flat - Golden Square,0
Partial income stated,Kangaroo Flat - Golden Square,11
All incomes not stated,Kangaroo Flat - Golden Square,3
Negative income,Kangaroo Flat - Golden Square,0
Nil income,Kangaroo Flat - Golden Square,0
"$1-$149 ($1-$7,799)",Kangaroo Flat - Golden Square,0
"$150-$299 ($7,800-$15,599)",Kangaroo Flat - Golden Square,0
"$300-$399 ($15,600-$20,799)",Kangaroo Flat - Golden Square,0
"$400-$499 ($20,800-$25,999)",Kangaroo Flat - Golden Square,0
"$500-$649 ($26,000-$33,799)",Kangaroo Flat - Golden Square,6
"$650-$799 ($33,800-$41,599)",Kangaroo Flat - Golden Square,7
"$800-$999 ($41,600-$51,999)",Kangaroo Flat - Golden Square,8
"$1,000-$1,249 ($52,000-$64,999)",Kangaroo Flat - Golden Square,4
"$1,250-$1,499 ($65,000-$77,999)",Kangaroo Flat - Golden Square,7
"$1,500-$1,749 ($78,000-$90,999)",Kangaroo Flat - Golden Square,3
"$1,750-$1,999 ($91,000-$103,999)",Kangaroo Flat - Golden Square,11
"$2,000-$2,499 ($104,000-$129,999)",Kangaroo Flat - Golden Square,11
"$2,500-$2,999 ($130,000-$155,999)",Kangaroo Flat - Golden Square,8
"$3,000-$3,499 ($156,000-$181,999)",Kangaroo Flat - Golden Square,4
"$3,500-$3,999 ($182,000-$207,999)",Kangaroo Flat - Golden Square,3
"$4,000-$4,499 ($208,000-$233,999)",Kangaroo Flat - Golden Square,3
"$4,500-$4,999 ($234,000-$259,999)",Kangaroo Flat - Golden Square,0
"$5,000-$5,999 ($260,000-$311,999)",Kangaroo Flat - Golden Square,0
"$6,000-$7,999 ($312,000-$415,999)",Kangaroo Flat - Golden Square,0
"$8,000 or more ($416,000 or more)",Kangaroo Flat - Golden Square,0
Partial income stated,Kangaroo Flat - Golden Square,3
All incomes not stated,Kangaroo Flat - Golden Square,0
Negative income,Kangaroo Flat - Golden Square,0
Nil income,Kangaroo Flat - Golden Square,0
"$1-$149 ($1-$7,799)",Kangaroo Flat - Golden Square,0
"$150-$299 ($7,800-$15,599)",Kangaroo Flat - Golden Square,0
"$300-$399 ($15,600-$20,799)",Kangaroo Flat - Golden Square,0
"$400-$499 ($20,800-$25,999)",Kangaroo Flat - Golden Square,0
"$500-$649 ($26,000-$33,799)",Kangaroo Flat - Golden Square,0
"$650-$799 ($33,800-$41,599)",Kangaroo Flat - Golden Square,0
"$800-$999 ($41,600-$51,999)",Kangaroo Flat - Golden Square,5
"$1,000-$1,249 ($52,000-$64,999)",Kangaroo Flat - Golden Square,0
"$1,250-$1,499 ($65,000-$77,999)",Kangaroo Flat - Golden Square,0
"$1,500-$1,749 ($78,000-$90,999)",Kangaroo Flat - Golden Square,0
"$1,750-$1,999 ($91,000-$103,999)",Kangaroo Flat - Golden Square,0
"$2,000-$2,499 ($104,000-$129,999)",Kangaroo Flat - Golden Square,0
"$2,500-$2,999 ($130,000-$155,999)",Kangaroo Flat - Golden Square,0
"$3,000-$3,499 ($156,000-$181,999)",Kangaroo Flat - Golden Square,0
"$3,500-$3,999 ($182,000-$207,999)",Kangaroo Flat - Golden Square,0
"$4,000-$4,499 ($208,000-$233,999)",Kangaroo Flat - Golden Square,0
"$4,500-$4,999 ($234,000-$259,999)",Kangaroo Flat - Golden Square,0
"$5,000-$5,999 ($260,000-$311,999)",Kangaroo Flat - Golden Square,0
"$6,000-$7,999 ($312,000-$415,999)",Kangaroo Flat - Golden Square,0
"$8,000 or more ($416,000 or more)",Kangaroo Flat - Golden Square,0
Partial income stated,Kangaroo Flat - Golden Square,0
All incomes not stated,Kangaroo Flat - Golden Square,0
Negative income,Kangaroo Flat - Golden Square,0
Nil income,Kangaroo Flat - Golden Square,0
"$1-$149 ($1-$7,799)",Kangaroo Flat - Golden Square,0
"$150-$299 ($7,800-$15,599)",Kangaroo Flat - Golden Square,0
"$300-$399 ($15,600-$20,799)",Kangaroo Flat - Golden Square,0
"$400-$499 ($20,800-$25,999)",Kangaroo Flat - Golden Square,0
"$500-$649 ($26,000-$33,799)",Kangaroo Flat - Golden Square,0
"$650-$799 ($33,800-$41,599)",Kangaroo Flat - Golden Square,0
"$800-$999 ($41,600-$51,999)",Kangaroo Flat - Golden Square,0
"$1,000-$1,249 ($52,000-$64,999)",Kangaroo Flat - Golden Square,0
"$1,250-$1,499 ($65,000-$77,999)",Kangaroo Flat - Golden Square,0
"$1,500-$1,749 ($78,000-$90,999)",Kangaroo Flat - Golden Square,0
"$1,750-$1,999 ($91,000-$103,999)",Kangaroo Flat - Golden Square,0
"$2,000-$2,499 ($104,000-$129,999)",Kangaroo Flat - Golden Square,0
"$2,500-$2,999 ($130,000-$155,999)",Kangaroo Flat - Golden Square,0
"$3,000-$3,499 ($156,000-$181,999)",Kangaroo Flat - Golden Square,0
"$3,500-$3,999 ($182,000-$207,999)",Kangaroo Flat - Golden Square,0
"$4,000-$4,499 ($208,000-$233,999)",Kangaroo Flat - Golden Square,0
"$4,500-$4,999 ($234,000-$259,999)",Kangaroo Flat - Golden Square,0
"$5,000-$5,999 ($260,000-$311,999)",Kangaroo Flat - Golden Square,0
"$6,000-$7,999 ($312,000-$415,999)",Kangaroo Flat - Golden Square,0
"$8,000 or more ($416,000 or more)",Kangaroo Flat - Golden Square,0
Partial income stated,Kangaroo Flat - Golden Square,0
All incomes not stated,Kangaroo Flat - Golden Square,0
Negative income,Kangaroo Flat - Golden Square,0
Nil income,Kangaroo Flat - Golden Square,0
"$1-$149 ($1-$7,799)",Kangaroo Flat - Golden Square,0
"$150-$299 ($7,800-$15,599)",Kangaroo Flat - Golden Square,0
"$300-$399 ($15,600-$20,799)",Kangaroo Flat - Golden Square,0
"$400-$499 ($20,800-$25,999)",Kangaroo Flat - Golden Square,0
"$500-$649 ($26,000-$33,799)",Kangaroo Flat - Golden Square,0
"$650-$799 ($33,800-$41,599)",Kangaroo Flat - Golden Square,0
"$800-$999 ($41,600-$51,999)",Kangaroo Flat - Golden Square,0
"$1,000-$1,249 ($52,000-$64,999)",Kangaroo Flat - Golden Square,0
"$1,250-$1,499 ($65,000-$77,999)",Kangaroo Flat - Golden Square,0
"$1,500-$1,749 ($78,000-$90,999)",Kangaroo Flat - Golden Square,0
"$1,750-$1,999 ($91,000-$103,999)",Kangaroo Flat - Golden Square,0
"$2,000-$2,499 ($104,000-$129,999)",Kangaroo Flat - Golden Square,0
"$2,500-$2,999 ($130,000-$155,999)",Kangaroo Flat - Golden Square,0
"$3,000-$3,499 ($156,000-$181,999)",Kangaroo Flat - Golden Square,0
"$3,500-$3,999 ($182,000-$207,999)",Kangaroo Flat - Golden Square,0
"$4,000-$4,499 ($208,000-$233,999)",Kangaroo Flat - Golden Square,0
"$4,500-$4,999 ($234,000-$259,999)",Kangaroo Flat - Golden Square,0
"$5,000-$5,999 ($260,000-$311,999)",Kangaroo Flat - Golden Square,0
"$6,000-$7,999 ($312,000-$415,999)",Kangaroo Flat - Golden Square,0
"$8,000 or more ($416,000 or more)",Kangaroo Flat - Golden Square,0
Partial income stated,Kangaroo Flat - Golden Square,0
All incomes not stated,Kangaroo Flat - Golden Square,0
Negative income,Kangaroo Flat - Golden Square,0
Nil income,Kangaroo Flat - Golden Square,0
"$1-$149 ($1-$7,799)",Kangaroo Flat - Golden Square,0
"$150-$299 ($7,800-$15,599)",Kangaroo Flat - Golden Square,0
"$300-$399 ($15,600-$20,799)",Kangaroo Flat - Golden Square,0
"$400-$499 ($20,800-$25,999)",Kangaroo Flat - Golden Square,0
"$500-$649 ($26,000-$33,799)",Kangaroo Flat - Golden Square,0
"$650-$799 ($33,800-$41,599)",Kangaroo Flat - Golden Square,0
"$800-$999 ($41,600-$51,999)",Kangaroo Flat - Golden Square,0
"$1,000-$1,249 ($52,000-$64,999)",Maiden Gully,117
"$1,250-$1,499 ($65,000-$77,999)",Maiden Gully,142
"$1,500-$1,749 ($78,000-$90,999)",Maiden Gully,110
